Titre de tracé : point_montberneux,,,,,,
969,07/07/2016 14:00,1.26596,14.607,,,
970,07/07/2016 14:15,1.26661,14.698,,,
971,07/07/2016 14:30,1.26661,14.785,,,
972,07/07/2016 14:45,1.26699,14.873,,,
973,07/07/2016 15:00,1.26699,14.96,,,
974,07/07/2016 15:15,1.26749,15.049,,,
975,07/07/2016 15:30,1.26734,15.142,,,
976,07/07/2016 15:45,1.26776,15.221,,,
977,07/07/2016 16:00,1.26791,15.309,,,
978,07/07/2016 16:15,1.26833,15.396,,,
979,07/07/2016 16:30,1.26848,15.491,,,
980,07/07/2016 16:45,1.26833,15.572,,,
981,07/07/2016 17:00,1.26886,15.658,,,
982,07/07/2016 17:15,1.26879,15.745,,,
983,07/07/2016 17:30,1.26894,15.833,,,
984,07/07/2016 17:45,1.26936,15.921,,,
985,07/07/2016 18:00,1.26944,15.991,,,
986,07/07/2016 18:15,1.26936,16.068,,,
987,07/07/2016 18:30,1.26944,16.138,,,
988,07/07/2016 18:45,1.27024,16.201,,,
989,07/07/2016 19:00,1.2697,16.259,,,
990,07/07/2016 19:15,1.26967,16.312,,,
991,07/07/2016 19:30,1.27028,16.362,,,
992,07/07/2016 19:45,1.2702,16.403,,,
993,07/07/2016 20:00,1.27031,16.442,,,
994,07/07/2016 20:15,1.26978,16.455,,,
995,07/07/2016 20:30,1.27028,16.461,,,
996,07/07/2016 20:45,1.27012,16.46,,,
997,07/07/2016 21:00,1.27016,16.446,,,
998,07/07/2016 21:15,1.2702,16.424,,,
999,07/07/2016 21:30,1.26997,16.391,,,
1000,07/07/2016 21:45,1.2702,16.35,,,
1001,07/07/2016 22:00,1.27012,16.306,,,
1002,07/07/2016 22:15,1.26967,16.262,,,
1003,07/07/2016 22:30,1.2694,16.213,,,
1004,07/07/2016 22:45,1.26974,16.159,,,
1005,07/07/2016 23:00,1.26917,16.107,,,
1006,07/07/2016 23:15,1.2694,16.052,,,
1007,07/07/2016 23:30,1.26928,15.995,,,
1008,07/07/2016 23:45,1.26925,15.936,,,
1009,07/08/2016 00:00,1.26894,15.871,,,
1010,07/08/2016 00:15,1.26883,15.804,,,
1011,07/08/2016 00:30,1.26856,15.736,,,
1012,07/08/2016 00:45,1.26848,15.664,,,
1013,07/08/2016 01:00,1.26852,15.593,,,
1014,07/08/2016 01:15,1.26799,15.525,,,
1015,07/08/2016 01:30,1.26841,15.454,,,
1016,07/08/2016 01:45,1.26856,15.384,,,
1017,07/08/2016 02:00,1.26848,15.32,,,
1018,07/08/2016 02:15,1.26783,15.251,,,
1019,07/08/2016 02:30,1.26833,15.176,,,
1020,07/08/2016 02:45,1.26734,15.105,,,
1021,07/08/2016 03:00,1.26688,15.027,,,
1022,07/08/2016 03:15,1.26719,14.949,,,
1023,07/08/2016 03:30,1.26703,14.879,,,
1024,07/08/2016 03:45,1.26661,14.801,,,
1025,07/08/2016 04:00,1.26669,14.723,,,
1026,07/08/2016 04:15,1.26646,14.647,,,
1027,07/08/2016 04:30,1.26707,14.568,,,
1028,07/08/2016 04:45,1.26692,14.49,,,
1029,07/08/2016 05:00,1.26658,14.417,,,
1030,07/08/2016 05:15,1.26631,14.343,,,
1031,07/08/2016 05:30,1.26646,14.274,,,
1032,07/08/2016 05:45,1.2665,14.21,,,
1033,07/08/2016 06:00,1.2665,14.149,,,
1034,07/08/2016 06:15,1.26627,14.098,,,
1035,07/08/2016 06:30,1.26661,14.053,,,
1036,07/08/2016 06:45,1.26562,14.017,,,
1037,07/08/2016 07:00,1.26589,13.991,,,
1038,07/08/2016 07:15,1.26589,13.975,,,
1039,07/08/2016 07:30,1.26619,13.96,,,
1040,07/08/2016 07:45,1.26608,13.954,,,
1041,07/08/2016 08:00,1.26638,13.951,,,
1042,07/08/2016 08:15,1.26585,13.958,,,
1043,07/08/2016 08:30,1.26596,13.976,,,
1044,07/08/2016 08:45,1.26707,14,,,
1045,07/08/2016 09:00,1.26707,14.032,,,
1046,07/08/2016 09:15,1.26715,14.062,,,
1047,07/08/2016 09:30,1.26658,14.098,,,
1048,07/08/2016 09:45,1.2665,14.137,,,
1049,07/08/2016 10:00,1.26635,14.18,,,
1050,07/08/2016 10:15,1.2665,14.24,,,
1051,07/08/2016 10:30,1.26669,14.298,,,
1052,07/08/2016 10:45,1.26768,14.382,,,
1053,07/08/2016 11:00,1.26757,14.466,,,
1054,07/08/2016 11:15,1.26764,14.553,,,
1055,07/08/2016 11:30,1.26738,14.646,,,
1056,07/08/2016 11:45,1.2673,14.756,,,
1057,07/08/2016 12:00,1.26745,14.855,,,
1058,07/08/2016 12:15,1.26848,14.963,,,
1059,07/08/2016 12:30,1.26844,15.085,,,
1060,07/08/2016 12:45,1.26875,15.203,,,
1061,07/08/2016 13:00,1.26925,15.312,,,
1062,07/08/2016 13:15,1.26993,15.406,,,
1063,07/08/2016 13:30,1.27001,15.518,,,
1064,07/08/2016 13:45,1.27054,15.618,,,
1065,07/08/2016 14:00,1.27062,15.757,,,
1066,07/08/2016 14:15,1.27085,15.873,,,
1067,07/08/2016 14:30,1.27085,15.988,,,
1068,07/08/2016 14:45,1.27108,16.091,,,
1069,07/08/2016 15:00,1.27127,16.159,,,
1070,07/08/2016 15:15,1.27207,16.248,,,
1071,07/08/2016 15:30,1.27176,16.299,,,
1072,07/08/2016 15:45,1.27222,16.368,,,
1073,07/08/2016 16:00,1.27337,16.519,,,
1074,07/08/2016 16:15,1.27329,16.577,,,
1075,07/08/2016 16:30,1.27371,16.68,,,
1076,07/08/2016 16:45,1.27325,16.744,,,
1077,07/08/2016 17:00,1.2734,16.85,,,
1078,07/08/2016 17:15,1.27436,16.935,,,
1079,07/08/2016 17:30,1.27447,16.994,,,
1080,07/08/2016 17:45,1.27451,17.022,,,
1081,07/08/2016 18:00,1.27455,17.061,,,
1082,07/08/2016 18:15,1.27451,17.104,,,
1083,07/08/2016 18:30,1.2742,17.149,,,
1084,07/08/2016 18:45,1.27436,17.187,,,
1085,07/08/2016 19:00,1.27447,17.219,,,
1086,07/08/2016 19:15,1.27424,17.247,,,
1087,07/08/2016 19:30,1.27447,17.268,,,
1088,07/08/2016 19:45,1.27459,17.281,,,
1089,07/08/2016 20:00,1.27462,17.281,,,
1090,07/08/2016 20:15,1.27489,17.266,,,
1091,07/08/2016 20:30,1.27447,17.245,,,
1092,07/08/2016 20:45,1.27413,17.217,,,
1093,07/08/2016 21:00,1.27485,17.177,,,
1094,07/08/2016 21:15,1.2742,17.126,,,
1095,07/08/2016 21:30,1.27481,17.073,,,
1096,07/08/2016 21:45,1.27485,17.003,,,
1097,07/08/2016 22:00,1.27478,16.936,,,
1098,07/08/2016 22:15,1.27478,16.877,,,
1099,07/08/2016 22:30,1.27443,16.807,,,
1100,07/08/2016 22:45,1.27401,16.738,,,
1101,07/08/2016 23:00,1.27379,16.683,,,
1102,07/08/2016 23:15,1.27371,16.628,,,
1103,07/08/2016 23:30,1.27356,16.574,,,
1104,07/08/2016 23:45,1.27356,16.525,,,
1105,07/09/2016 00:00,1.27268,16.464,,,
1106,07/09/2016 00:15,1.27268,16.403,,,
1107,07/09/2016 00:30,1.27264,16.339,,,
1108,07/09/2016 00:45,1.27256,16.275,,,
1109,07/09/2016 01:00,1.27173,16.207,,,
1110,07/09/2016 01:15,1.27203,16.128,,,
1111,07/09/2016 01:30,1.2715,16.049,,,
1112,07/09/2016 01:45,1.2715,15.971,,,
1113,07/09/2016 02:00,1.27165,15.888,,,
1114,07/09/2016 02:15,1.27119,15.804,,,
1115,07/09/2016 02:30,1.27146,15.721,,,
1116,07/09/2016 02:45,1.27134,15.648,,,
1117,07/09/2016 03:00,1.27115,15.576,,,
1118,07/09/2016 03:15,1.271,15.512,,,
1119,07/09/2016 03:30,1.27077,15.442,,,
1120,07/09/2016 03:45,1.27058,15.367,,,
1121,07/09/2016 04:00,1.27073,15.297,,,
1122,07/09/2016 04:15,1.27077,15.224,,,
1123,07/09/2016 04:30,1.27043,15.151,,,
1124,07/09/2016 04:45,1.27047,15.081,,,
1125,07/09/2016 05:00,1.26993,15.012,,,
1126,07/09/2016 05:15,1.27005,14.949,,,
1127,07/09/2016 05:30,1.27039,14.882,,,
1128,07/09/2016 05:45,1.27028,14.818,,,
1129,07/09/2016 06:00,1.27024,14.761,,,
1130,07/09/2016 06:15,1.26993,14.714,,,
1131,07/09/2016 06:30,1.27028,14.668,,,
1132,07/09/2016 06:45,1.26993,14.634,,,
1133,07/09/2016 07:00,1.26986,14.608,,,
1134,07/09/2016 07:15,1.27016,14.59,,,
1135,07/09/2016 07:30,1.27016,14.577,,,
1136,07/09/2016 07:45,1.26993,14.577,,,
1137,07/09/2016 08:00,1.26963,14.58,,,
1138,07/09/2016 08:15,1.26974,14.586,,,
1139,07/09/2016 08:30,1.26951,14.598,,,
1140,07/09/2016 08:45,1.26986,14.611,,,
1141,07/09/2016 09:00,1.26951,14.619,,,
1142,07/09/2016 09:15,1.26879,14.631,,,
1143,07/09/2016 09:30,1.26883,14.638,,,
1144,07/09/2016 09:45,1.26864,14.653,,,
1145,07/09/2016 10:00,1.27077,14.676,,,
1146,07/09/2016 10:15,1.26902,14.705,,,
1147,07/09/2016 10:30,1.26905,14.735,,,
1148,07/09/2016 10:45,1.26909,14.779,,,
1149,07/09/2016 11:00,1.26886,14.836,,,
1150,07/09/2016 11:15,1.26925,14.883,,,
1151,07/09/2016 11:30,1.2689,14.93,,,
1152,07/09/2016 11:45,1.26932,14.987,,,
1153,07/09/2016 12:00,1.26936,15.045,,,
1154,07/09/2016 12:15,1.26955,15.103,,,
1155,07/09/2016 12:30,1.26978,15.173,,,
1156,07/09/2016 12:45,1.27001,15.237,,,
1157,07/09/2016 13:00,1.27008,15.317,,,
1158,07/09/2016 13:15,1.27604,15.384,,,
1159,07/09/2016 13:30,1.2768,15.467,,,
1160,07/09/2016 13:45,1.27062,15.555,,,
1161,07/09/2016 14:00,1.27134,15.624,,,
1162,07/09/2016 14:15,1.27127,15.7,,,
1163,07/09/2016 14:30,1.27115,15.785,,,
1164,07/09/2016 14:45,1.27146,15.854,,,
1165,07/09/2016 15:00,1.2723,15.93,,,
1166,07/09/2016 15:15,1.27211,16.006,,,
1167,07/09/2016 15:30,1.27188,16.089,,,
1168,07/09/2016 15:45,1.2726,16.168,,,
1169,07/09/2016 16:00,1.27337,16.238,,,
1170,07/09/2016 16:15,1.27234,16.312,,,
1171,07/09/2016 16:30,1.27295,16.396,,,
1172,07/09/2016 16:45,1.27291,16.479,,,
1173,07/09/2016 17:00,1.27295,16.561,,,
1174,07/09/2016 17:15,1.27283,16.63,,,
1175,07/09/2016 17:30,1.27356,16.705,,,
1176,07/09/2016 17:45,1.27394,16.771,,,
1177,07/09/2016 18:00,1.27413,16.845,,,
1178,07/09/2016 18:15,1.27424,16.905,,,
1179,07/09/2016 18:30,1.2742,16.966,,,
1180,07/09/2016 18:45,1.27417,17.019,,,
1181,07/09/2016 19:00,1.27424,17.074,,,
1182,07/09/2016 19:15,1.27462,17.124,,,
1183,07/09/2016 19:30,1.27447,17.165,,,
1184,07/09/2016 19:45,1.27459,17.196,,,
1185,07/09/2016 20:00,1.27451,17.22,,,
1186,07/09/2016 20:15,1.27489,17.234,,,
1187,07/09/2016 20:30,1.2744,17.245,,,
1188,07/09/2016 20:45,1.27401,17.248,,,
1189,07/09/2016 21:00,1.27455,17.237,,,
1190,07/09/2016 21:15,1.27443,17.214,,,
1191,07/09/2016 21:30,1.27436,17.184,,,
1192,07/09/2016 21:45,1.27401,17.147,,,
1193,07/09/2016 22:00,1.2742,17.107,,,
1194,07/09/2016 22:15,1.27382,17.066,,,
1195,07/09/2016 22:30,1.27356,17.024,,,
1196,07/09/2016 22:45,1.27459,16.976,,,
1197,07/09/2016 23:00,1.2731,16.927,,,
1198,07/09/2016 23:15,1.27428,16.878,,,
1199,07/09/2016 23:30,1.2726,16.827,,,
1200,07/09/2016 23:45,1.27279,16.774,,,
1201,07/10/2016 00:00,1.27268,16.72,,,
1202,07/10/2016 00:15,1.27234,16.664,,,
1203,07/10/2016 00:30,1.27245,16.606,,,
1204,07/10/2016 00:45,1.27214,16.546,,,
1205,07/10/2016 01:00,1.27234,16.484,,,
1206,07/10/2016 01:15,1.2734,16.42,,,
1207,07/10/2016 01:30,1.27195,16.354,,,
1208,07/10/2016 01:45,1.27188,16.289,,,
1209,07/10/2016 02:00,1.2718,16.222,,,
1210,07/10/2016 02:15,1.27173,16.155,,,
1211,07/10/2016 02:30,1.27108,16.088,,,
1212,07/10/2016 02:45,1.27108,16.018,,,
1213,07/10/2016 03:00,1.27138,15.944,,,
1214,07/10/2016 03:15,1.27085,15.87,,,
1215,07/10/2016 03:30,1.27092,15.798,,,
1216,07/10/2016 03:45,1.27039,15.724,,,
1217,07/10/2016 04:00,1.27028,15.651,,,
1218,07/10/2016 04:15,1.26986,15.576,,,
1219,07/10/2016 04:30,1.27119,15.502,,,
1220,07/10/2016 04:45,1.26993,15.429,,,
1221,07/10/2016 05:00,1.26974,15.357,,,
1222,07/10/2016 05:15,1.26989,15.287,,,
1223,07/10/2016 05:30,1.26982,15.223,,,
1224,07/10/2016 05:45,1.27001,15.16,,,
1225,07/10/2016 06:00,1.27001,15.105,,,
1226,07/10/2016 06:15,1.27008,15.057,,,
1227,07/10/2016 06:30,1.26993,15.015,,,
1228,07/10/2016 06:45,1.26982,14.979,,,
1229,07/10/2016 07:00,1.27607,14.951,,,
1230,07/10/2016 07:15,1.27623,14.927,,,
1231,07/10/2016 07:30,1.27672,14.909,,,
1232,07/10/2016 07:45,1.27665,14.9,,,
1233,07/10/2016 08:00,1.27691,14.903,,,
1234,07/10/2016 08:15,1.2771,14.91,,,
1235,07/10/2016 08:30,1.27672,14.913,,,
1236,07/10/2016 08:45,1.27653,14.921,,,
1237,07/10/2016 09:00,1.27634,14.937,,,
1238,07/10/2016 09:15,1.27634,14.96,,,
1239,07/10/2016 09:30,1.27569,14.989,,,
1240,07/10/2016 09:45,1.27653,15.025,,,
1241,07/10/2016 10:00,1.27607,15.066,,,
1242,07/10/2016 10:15,1.27581,15.111,,,
1243,07/10/2016 10:30,1.27554,15.17,,,
1244,07/10/2016 10:45,1.27581,15.223,,,
1245,07/10/2016 11:00,1.27531,15.281,,,
1246,07/10/2016 11:15,1.2752,15.34,,,
1247,07/10/2016 11:30,1.27535,15.436,,,
1248,07/10/2016 11:45,1.27554,15.517,,,
1249,07/10/2016 12:00,1.27569,15.606,,,
1250,07/10/2016 12:15,1.27607,15.706,,,
1251,07/10/2016 12:30,1.27546,15.778,,,
1252,07/10/2016 12:45,1.27619,15.876,,,
1253,07/10/2016 13:00,1.27527,15.95,,,
1254,07/10/2016 13:15,1.27646,16.022,,,
1255,07/10/2016 13:30,1.27684,16.117,,,
1256,07/10/2016 13:45,1.27806,16.219,,,
1257,07/10/2016 14:00,1.27779,16.321,,,
1258,07/10/2016 14:15,1.27901,16.417,,,
1259,07/10/2016 14:30,1.27874,16.51,,,
1260,07/10/2016 14:45,1.2779,16.615,,,
1261,07/10/2016 15:00,1.27886,16.705,,,
1262,07/10/2016 15:15,1.27775,16.787,,,
1263,07/10/2016 15:30,1.27798,16.872,,,
1264,07/10/2016 15:45,1.27897,16.957,,,
1265,07/10/2016 16:00,1.27901,17.049,,,
1266,07/10/2016 16:15,1.27924,17.14,,,
1267,07/10/2016 16:30,1.27947,17.228,,,
1268,07/10/2016 16:45,1.27939,17.302,,,
1269,07/10/2016 17:00,1.27844,17.373,,,
1270,07/10/2016 17:15,1.27771,17.454,,,
1271,07/10/2016 17:30,1.27798,17.526,,,
1272,07/10/2016 17:45,1.27909,17.596,,,
1273,07/10/2016 18:00,1.28046,17.662,,,
1274,07/10/2016 18:15,1.28061,17.72,,,
1275,07/10/2016 18:30,1.28092,17.785,,,
1276,07/10/2016 18:45,1.28103,17.831,,,
1277,07/10/2016 19:00,1.28092,17.864,,,
1278,07/10/2016 19:15,1.28138,17.909,,,
1279,07/10/2016 19:30,1.28084,17.923,,,
1280,07/10/2016 19:45,1.28077,17.928,,,
1281,07/10/2016 20:00,1.28111,17.925,,,
1282,07/10/2016 20:15,1.28122,17.922,,,
1283,07/10/2016 20:30,1.28073,17.916,,,
1284,07/10/2016 20:45,1.28065,17.901,,,
1285,07/10/2016 21:00,1.28065,17.876,,,
1286,07/10/2016 21:15,1.2808,17.842,,,
1287,07/10/2016 21:30,1.28058,17.803,,,
1288,07/10/2016 21:45,1.28038,17.761,,,
1289,07/10/2016 22:00,1.28058,17.717,,,
1290,07/10/2016 22:15,1.28012,17.675,,,
1291,07/10/2016 22:30,1.27985,17.634,,,
1292,07/10/2016 22:45,1.27955,17.592,,,
1293,07/10/2016 23:00,1.27928,17.549,,,
1294,07/10/2016 23:15,1.27989,17.504,,,
1295,07/10/2016 23:30,1.27905,17.458,,,
1296,07/10/2016 23:45,1.27924,17.411,,,
1297,07/11/2016 00:00,1.27867,17.363,,,
1298,07/11/2016 00:15,1.2771,17.309,,,
1299,07/11/2016 00:30,1.27722,17.259,,,
1300,07/11/2016 00:45,1.27726,17.199,,,
1301,07/11/2016 01:00,1.27733,17.14,,,
1302,07/11/2016 01:15,1.27733,17.076,,,
1303,07/11/2016 01:30,1.27676,17.01,,,
1304,07/11/2016 01:45,1.27672,16.952,,,
1305,07/11/2016 02:00,1.27646,16.896,,,
1306,07/11/2016 02:15,1.27649,16.838,,,
1307,07/11/2016 02:30,1.27626,16.778,,,
1308,07/11/2016 02:45,1.27584,16.717,,,
1309,07/11/2016 03:00,1.27596,16.659,,,
1310,07/11/2016 03:15,1.27562,16.6,,,
1311,07/11/2016 03:30,1.2755,16.537,,,
1312,07/11/2016 03:45,1.27539,16.47,,,
1313,07/11/2016 04:00,1.27512,16.403,,,
1314,07/11/2016 04:15,1.27531,16.339,,,
1315,07/11/2016 04:30,1.27459,16.277,,,
1316,07/11/2016 04:45,1.27523,16.213,,,
1317,07/11/2016 05:00,1.27478,16.152,,,
1318,07/11/2016 05:15,1.27489,16.089,,,
1319,07/11/2016 05:30,1.27516,16.031,,,
1320,07/11/2016 05:45,1.27474,15.976,,,
1321,07/11/2016 06:00,1.27462,15.924,,,
1322,07/11/2016 06:15,1.27501,15.877,,,
1323,07/11/2016 06:30,1.27462,15.834,,,
1324,07/11/2016 06:45,1.27523,15.795,,,
1325,07/11/2016 07:00,1.2739,15.761,,,
1326,07/11/2016 07:15,1.27398,15.724,,,
1327,07/11/2016 07:30,1.27424,15.69,,,
1328,07/11/2016 07:45,1.27379,15.654,,,
1329,07/11/2016 08:00,1.27356,15.63,,,
1330,07/11/2016 08:15,1.2744,15.609,,,
1331,07/11/2016 08:30,1.27379,15.585,,,
1332,07/11/2016 08:45,1.27413,15.573,,,
1333,07/11/2016 09:00,1.27504,15.552,,,
1334,07/11/2016 09:15,1.27539,15.54,,,
1335,07/11/2016 09:30,1.27527,15.533,,,
1336,07/11/2016 09:45,1.27543,15.531,,,
1337,07/11/2016 10:00,1.27466,15.53,,,
1338,07/11/2016 10:15,1.27417,15.527,,,
1339,07/11/2016 10:30,1.27508,15.527,,,
1340,07/11/2016 10:45,1.2744,15.528,,,
1341,07/11/2016 11:00,1.2747,15.524,,,
1342,07/11/2016 11:15,1.27493,15.536,,,
1343,07/11/2016 11:30,1.27478,15.542,,,
1344,07/11/2016 11:45,1.2747,15.549,,,
1345,07/11/2016 12:00,1.27512,15.551,,,
1346,07/11/2016 12:15,1.27512,15.56,,,
1347,07/11/2016 12:30,1.27546,15.576,,,
1348,07/11/2016 12:45,1.27562,15.597,,,
1349,07/11/2016 13:00,1.27535,15.616,,,
1350,07/11/2016 13:15,1.27565,15.612,,,
1351,07/11/2016 13:30,1.27512,15.621,,,
1352,07/11/2016 13:45,1.27577,15.648,,,
1353,07/11/2016 14:00,1.27546,15.666,,,
1354,07/11/2016 14:15,1.27604,15.676,,,
1355,07/11/2016 14:30,1.27596,15.687,,,
1356,07/11/2016 14:45,1.27573,15.71,,,
1357,07/11/2016 15:00,1.27638,15.734,,,
1358,07/11/2016 15:15,1.27573,15.772,,,
1359,07/11/2016 15:30,1.27607,15.791,,,
1360,07/11/2016 15:45,1.27604,15.815,,,
1361,07/11/2016 16:00,1.276,15.839,,,
1362,07/11/2016 16:15,1.27592,15.86,,,
1363,07/11/2016 16:30,1.27611,15.879,,,
1364,07/11/2016 16:45,1.27604,15.894,,,
1365,07/11/2016 17:00,1.2755,15.907,,,
1366,07/11/2016 17:15,1.27592,15.924,,,
1367,07/11/2016 17:30,1.27592,15.93,,,
1368,07/11/2016 17:45,1.27539,15.934,,,
1369,07/11/2016 18:00,1.27584,15.944,,,
1370,07/11/2016 18:15,1.27741,15.95,,,
1371,07/11/2016 18:30,1.27661,15.953,,,
1372,07/11/2016 18:45,1.27657,15.959,,,
1373,07/11/2016 19:00,1.27646,15.968,,,
1374,07/11/2016 19:15,1.27703,15.986,,,
1375,07/11/2016 19:30,1.27714,15.979,,,
1376,07/11/2016 19:45,1.27661,15.971,,,
1377,07/11/2016 20:00,1.27684,15.968,,,
1378,07/11/2016 20:15,1.27745,15.956,,,
1379,07/11/2016 20:30,1.27699,15.947,,,
1380,07/11/2016 20:45,1.27638,15.928,,,
1381,07/11/2016 21:00,1.27695,15.898,,,
1382,07/11/2016 21:15,1.27699,15.858,,,
1383,07/11/2016 21:30,1.27703,15.816,,,
1384,07/11/2016 21:45,1.2768,15.775,,,
1385,07/11/2016 22:00,1.27653,15.736,,,
1386,07/11/2016 22:15,1.27588,15.696,,,
1387,07/11/2016 22:30,1.27569,15.652,,,
1388,07/11/2016 22:45,1.27523,15.608,,,
1389,07/11/2016 23:00,1.27508,15.561,,,
1390,07/11/2016 23:15,1.27462,15.515,,,
1391,07/11/2016 23:30,1.2742,15.467,,,
1392,07/11/2016 23:45,1.27474,15.421,,,
1393,07/12/2016 00:00,1.27489,15.375,,,
1394,07/12/2016 00:15,1.27523,15.33,,,
1395,07/12/2016 00:30,1.27546,15.287,,,
1396,07/12/2016 00:45,1.27527,15.245,,,
1397,07/12/2016 01:00,1.27455,15.205,,,
1398,07/12/2016 01:15,1.2744,15.169,,,
1399,07/12/2016 01:30,1.27371,15.128,,,
1400,07/12/2016 01:45,1.2742,15.085,,,
1401,07/12/2016 02:00,1.27417,15.039,,,
1402,07/12/2016 02:15,1.27413,14.989,,,
1403,07/12/2016 02:30,1.2742,14.933,,,
1404,07/12/2016 02:45,1.2739,14.877,,,
1405,07/12/2016 03:00,1.2739,14.824,,,
1406,07/12/2016 03:15,1.27356,14.767,,,
1407,07/12/2016 03:30,1.27333,14.713,,,
1408,07/12/2016 03:45,1.27245,14.664,,,
1409,07/12/2016 04:00,1.27176,14.614,,,
1410,07/12/2016 04:15,1.27253,14.572,,,
1411,07/12/2016 04:30,1.27302,14.533,,,
1412,07/12/2016 04:45,1.27352,14.492,,,
1413,07/12/2016 05:00,1.27317,14.453,,,
1414,07/12/2016 05:15,1.27264,14.417,,,
1415,07/12/2016 05:30,1.27256,14.382,,,
1416,07/12/2016 05:45,1.27291,14.348,,,
1417,07/12/2016 06:00,1.27268,14.313,,,
1418,07/12/2016 06:15,1.27249,14.283,,,
1419,07/12/2016 06:30,1.27321,14.255,,,
1420,07/12/2016 06:45,1.27253,14.225,,,
1421,07/12/2016 07:00,1.27264,14.2,,,
1422,07/12/2016 07:15,1.27218,14.18,,,
1423,07/12/2016 07:30,1.27253,14.168,,,
1424,07/12/2016 07:45,1.27256,14.162,,,
1425,07/12/2016 08:00,1.2723,14.161,,,
1426,07/12/2016 08:15,1.27283,14.164,,,
1427,07/12/2016 08:30,1.27295,14.165,,,
1428,07/12/2016 08:45,1.27295,14.173,,,
1429,07/12/2016 09:00,1.27295,14.185,,,
1430,07/12/2016 09:15,1.27245,14.214,,,
1431,07/12/2016 09:30,1.27283,14.237,,,
1432,07/12/2016 09:45,1.27245,14.255,,,
1433,07/12/2016 10:00,1.27237,14.279,,,
1434,07/12/2016 10:15,1.27493,14.285,,,
1435,07/12/2016 10:30,0.71706,14.306,,,
1435,07/12/2016 10:45,0.71706,14.306,,,
1435,07/12/2016 11:00,0.71706,14.306,,,
1435,07/12/2016 11:15,0.71706,14.306,,,
1435,07/12/2016 11:30,0.71706,14.306,,,
1435,07/12/2016 11:45,0.81706,14.306,,,
1436,07/12/2016 12:00,1.4321,11.44,,,
1438,07/12/2016 12:15,1.31415,11.19,,,
1437.9,07/12/2016 12:30,1.31338,11.032,,,
1438.6,07/12/2016 12:45,1.31079,11.461,,,
1439.3,07/12/2016 13:00,1.31319,11.415,,,
1440,07/12/2016 13:15,1.31559,11.125,,,
1440.7,07/12/2016 13:30,1.38697,11.681,,,
1441.4,07/12/2016 13:45,1.38373,11.088,,,
1442.1,07/12/2016 14:00,1.38132,10.776,,,
1442.8,07/12/2016 14:15,1.37854,10.276,,,
1443.5,07/12/2016 14:30,1.40303,9.789,,,
1444.2,07/12/2016 14:45,1.42271,9.691,,,
1444.9,07/12/2016 15:00,0.65267,9.066,,,
1445.6,07/12/2016 15:15,0.6529,9.086,,,
1446.3,07/12/2016 15:30,0.65267,9.106,,,
1447,07/12/2016 15:45,1.13668,9.126,,,
1447.7,07/12/2016 16:00,1.33513,9.157,,,
1448.4,07/12/2016 16:15,1.38926,9.199,,,
1449.1,07/12/2016 16:30,1.41386,9.244,,,
1449.8,07/12/2016 16:45,1.42794,9.29,,,
