"Date Heure, GMT+01:00",Température 1 (°C),Température 2 (°C),Température 3 (°C),Température 4 (°C)
16/06/28 06:45,14.122,14.194,14.122,13.93
16/06/28 07:00,14.098,14.17,14.122,13.93
16/06/28 07:15,14.098,14.17,14.122,13.93
16/06/28 07:30,14.074,14.146,14.122,13.93
16/06/28 07:45,14.074,14.146,14.098,13.93
16/06/28 08:00,14.074,14.122,14.098,13.93
16/06/28 08:15,14.05,14.122,14.098,13.93
16/06/28 08:30,14.05,14.122,14.098,13.93
16/06/28 08:45,14.05,14.098,14.098,13.93
16/06/28 09:00,14.05,14.098,14.074,13.906
16/06/28 09:15,14.05,14.098,14.074,13.906
16/06/28 09:30,14.026,14.098,14.074,13.906
16/06/28 09:45,14.026,14.074,14.074,13.906
16/06/28 10:00,14.026,14.074,14.074,13.906
16/06/28 10:15,14.026,14.074,14.05,13.906
16/06/28 10:30,14.05,14.05,14.05,13.906
16/06/28 10:45,14.05,14.05,14.05,13.906
16/06/28 11:00,14.05,14.05,14.05,13.906
16/06/28 11:15,14.074,14.05,14.05,13.906
16/06/28 11:30,14.074,14.05,14.05,13.906
16/06/28 11:45,14.074,14.05,14.05,13.906
16/06/28 12:00,14.098,14.05,14.026,13.882
16/06/28 12:15,14.098,14.05,14.026,13.882
16/06/28 12:30,14.122,14.05,14.026,13.882
16/06/28 12:45,14.122,14.05,14.026,13.882
16/06/28 13:00,14.146,14.05,14.026,13.882
16/06/28 13:15,14.17,14.05,14.002,13.882
16/06/28 13:30,14.194,14.05,14.026,13.882
16/06/28 13:45,14.218,14.05,14.026,13.882
16/06/28 14:00,14.242,14.05,14.002,13.882
16/06/28 14:15,14.266,14.05,14.026,13.858
16/06/28 14:30,14.29,14.074,14.026,13.858
16/06/28 14:45,14.314,14.074,14.026,13.858
16/06/28 15:00,14.361,14.074,14.002,13.882
16/06/28 15:15,14.385,14.098,14.002,13.858
16/06/28 15:30,14.409,14.098,14.002,13.858
16/06/28 15:45,14.433,14.122,14.026,13.858
16/06/28 16:00,14.457,14.122,14.026,13.858
16/06/28 16:15,14.505,14.146,14.026,13.858
16/06/28 16:30,14.529,14.146,14.026,13.858
16/06/28 16:45,14.553,14.17,14.026,13.858
16/06/28 17:00,14.601,14.17,14.026,13.858
16/06/28 17:15,14.625,14.194,14.05,13.858
16/06/28 17:30,14.649,14.194,14.05,13.858
16/06/28 17:45,14.697,14.218,14.05,13.858
16/06/28 18:00,14.721,14.218,14.05,13.858
16/06/28 18:15,14.745,14.242,14.074,13.858
16/06/28 18:30,14.792,14.266,14.074,13.858
16/06/28 18:45,14.816,14.29,14.074,13.858
16/06/28 19:00,14.864,14.314,14.074,13.858
16/06/28 19:15,14.888,14.314,14.098,13.882
16/06/28 19:30,14.912,14.337,14.098,13.882
16/06/28 19:45,14.936,14.361,14.098,13.882
16/06/28 20:00,14.96,14.361,14.122,13.882
16/06/28 20:15,14.984,14.385,14.122,13.882
16/06/28 20:30,15.008,14.409,14.146,13.882
16/06/28 20:45,15.008,14.433,14.146,13.882
16/06/28 21:00,15.031,14.457,14.146,13.906
16/06/28 21:15,15.031,14.457,14.17,13.906
16/06/28 21:30,15.055,14.481,14.17,13.906
16/06/28 21:45,15.055,14.481,14.194,13.906
16/06/28 22:00,15.055,14.505,14.194,13.906
16/06/28 22:15,15.055,14.505,14.218,13.906
16/06/28 22:30,15.055,14.529,14.218,13.93
16/06/28 22:45,15.031,14.529,14.218,13.93
16/06/28 23:00,15.031,14.553,14.242,13.93
16/06/28 23:15,15.031,14.553,14.242,13.93
16/06/28 23:30,15.008,14.553,14.242,13.954
16/06/28 23:45,15.008,14.553,14.266,13.954
16/06/29 00:00,14.984,14.577,14.266,13.954
16/06/29 00:15,14.984,14.577,14.29,13.954
16/06/29 00:30,14.96,14.577,14.29,13.978
16/06/29 00:45,14.936,14.577,14.29,13.978
16/06/29 01:00,14.936,14.577,14.29,13.978
16/06/29 01:15,14.912,14.577,14.314,13.978
16/06/29 01:30,14.888,14.577,14.314,14.002
16/06/29 01:45,14.864,14.577,14.314,14.002
16/06/29 02:00,14.864,14.577,14.314,14.002
16/06/29 02:15,14.84,14.577,14.314,14.002
16/06/29 02:30,14.816,14.577,14.314,14.002
16/06/29 02:45,14.792,14.553,14.314,14.002
16/06/29 03:00,14.768,14.553,14.337,14.002
16/06/29 03:15,14.745,14.553,14.337,14.002
16/06/29 03:30,14.721,14.553,14.337,14.026
16/06/29 03:45,14.721,14.553,14.337,14.026
16/06/29 04:00,14.673,14.529,14.337,14.026
16/06/29 04:15,14.649,14.529,14.337,14.026
16/06/29 04:30,14.625,14.529,14.337,14.026
16/06/29 04:45,14.601,14.505,14.314,14.026
16/06/29 05:00,14.577,14.505,14.337,14.026
16/06/29 05:15,14.553,14.481,14.337,14.026
16/06/29 05:30,14.505,14.481,14.314,14.026
16/06/29 05:45,14.481,14.481,14.314,14.026
16/06/29 06:00,14.457,14.457,14.314,14.05
16/06/29 06:15,14.409,14.457,14.314,14.026
16/06/29 06:30,14.385,14.433,14.314,14.05
16/06/29 06:45,14.361,14.433,14.29,14.05
16/06/29 07:00,14.337,14.409,14.314,14.05
16/06/29 07:15,14.314,14.385,14.29,14.05
16/06/29 07:30,14.266,14.385,14.29,14.026
16/06/29 07:45,14.242,14.361,14.266,14.026
16/06/29 08:00,14.242,14.361,14.266,14.05
16/06/29 08:15,14.194,14.337,14.266,14.026
16/06/29 08:30,14.194,14.314,14.266,14.026
16/06/29 08:45,14.17,14.314,14.242,14.026
16/06/29 09:00,14.146,14.29,14.242,14.026
16/06/29 09:15,14.146,14.266,14.242,14.026
16/06/29 09:30,14.122,14.266,14.218,14.026
16/06/29 09:45,14.122,14.242,14.218,14.026
16/06/29 10:00,14.098,14.242,14.218,14.026
16/06/29 10:15,14.098,14.218,14.218,14.026
16/06/29 10:30,14.098,14.218,14.194,14.002
16/06/29 10:45,14.098,14.194,14.194,14.002
16/06/29 11:00,14.098,14.17,14.17,14.002
16/06/29 11:15,14.098,14.17,14.17,14.002
16/06/29 11:30,14.098,14.17,14.17,14.002
16/06/29 11:45,14.098,14.146,14.146,14.002
16/06/29 12:00,14.122,14.146,14.146,13.978
16/06/29 12:15,14.122,14.146,14.146,13.978
16/06/29 12:30,14.146,14.146,14.146,13.978
16/06/29 12:45,14.146,14.146,14.122,13.978
16/06/29 13:00,14.17,14.146,14.122,13.978
16/06/29 13:15,14.218,14.122,14.122,13.978
16/06/29 13:30,14.242,14.122,14.122,13.954
16/06/29 13:45,14.266,14.146,14.098,13.954
16/06/29 14:00,14.29,14.146,14.098,13.954
16/06/29 14:15,14.337,14.146,14.098,13.954
16/06/29 14:30,14.361,14.146,14.098,13.954
16/06/29 14:45,14.409,14.146,14.098,13.954
16/06/29 15:00,14.433,14.17,14.098,13.954
16/06/29 15:15,14.505,14.17,14.098,13.954
16/06/29 15:30,14.529,14.194,14.098,13.954
16/06/29 15:45,14.577,14.194,14.098,13.954
16/06/29 16:00,14.625,14.218,14.098,13.93
16/06/29 16:15,14.673,14.242,14.098,13.93
16/06/29 16:30,14.721,14.242,14.122,13.93
16/06/29 16:45,14.768,14.266,14.122,13.93
16/06/29 17:00,14.816,14.29,14.122,13.93
16/06/29 17:15,14.84,14.314,14.146,13.93
16/06/29 17:30,14.888,14.337,14.146,13.93
16/06/29 17:45,14.936,14.361,14.146,13.93
16/06/29 18:00,14.984,14.385,14.146,13.93
16/06/29 18:15,15.008,14.385,14.146,13.93
16/06/29 18:30,15.055,14.409,14.17,13.93
16/06/29 18:45,15.103,14.433,14.194,13.954
16/06/29 19:00,15.151,14.457,14.194,13.954
16/06/29 19:15,15.175,14.481,14.194,13.954
16/06/29 19:30,15.199,14.505,14.218,13.954
16/06/29 19:45,15.223,14.529,14.218,13.954
16/06/29 20:00,15.247,14.553,14.242,13.954
16/06/29 20:15,15.247,14.577,14.242,13.978
16/06/29 20:30,15.27,14.601,14.266,13.978
16/06/29 20:45,15.294,14.625,14.266,13.978
16/06/29 21:00,15.294,14.625,14.29,13.978
16/06/29 21:15,15.318,14.649,14.314,13.978
16/06/29 21:30,15.318,14.673,14.314,14.002
16/06/29 21:45,15.342,14.673,14.337,14.002
16/06/29 22:00,15.342,14.697,14.337,14.002
16/06/29 22:15,15.342,14.721,14.337,14.002
16/06/29 22:30,15.342,14.721,14.361,14.026
16/06/29 22:45,15.342,14.745,14.385,14.026
16/06/29 23:00,15.342,14.745,14.385,14.026
16/06/29 23:15,15.342,14.768,14.385,14.05
16/06/29 23:30,15.318,14.768,14.409,14.05
16/06/29 23:45,15.318,14.768,14.409,14.05
16/06/30 00:00,15.294,14.768,14.433,14.05
16/06/30 00:15,15.294,14.792,14.433,14.074
16/06/30 00:30,15.27,14.792,14.433,14.074
16/06/30 00:45,15.247,14.792,14.457,14.074
16/06/30 01:00,15.247,14.792,14.457,14.074
16/06/30 01:15,15.223,14.792,14.457,14.098
16/06/30 01:30,15.199,14.792,14.457,14.098
16/06/30 01:45,15.175,14.792,14.457,14.098
16/06/30 02:00,15.151,14.792,14.481,14.098
16/06/30 02:15,15.127,14.792,14.481,14.122
16/06/30 02:30,15.103,14.792,14.481,14.122
16/06/30 02:45,15.079,14.792,14.481,14.122
16/06/30 03:00,15.055,14.792,14.505,14.122
16/06/30 03:15,15.031,14.792,14.481,14.122
16/06/30 03:30,15.008,14.768,14.505,14.146
16/06/30 03:45,14.984,14.768,14.505,14.146
16/06/30 04:00,14.936,14.768,14.505,14.146
16/06/30 04:15,14.912,14.745,14.505,14.146
16/06/30 04:30,14.888,14.745,14.505,14.146
16/06/30 04:45,14.864,14.721,14.505,14.146
16/06/30 05:00,14.84,14.721,14.505,14.146
16/06/30 05:15,14.816,14.697,14.481,14.146
16/06/30 05:30,14.792,14.697,14.481,14.17
16/06/30 05:45,14.745,14.673,14.481,14.17
16/06/30 06:00,14.721,14.673,14.481,14.17
16/06/30 06:15,14.697,14.673,14.481,14.17
16/06/30 06:30,14.673,14.649,14.481,14.17
16/06/30 06:45,14.673,14.625,14.481,14.17
16/06/30 07:00,14.625,14.625,14.457,14.17
16/06/30 07:15,14.601,14.601,14.457,14.17
16/06/30 07:30,14.601,14.601,14.457,14.17
16/06/30 07:45,14.577,14.577,14.457,14.17
16/06/30 08:00,14.553,14.553,14.433,14.17
16/06/30 08:15,14.529,14.553,14.433,14.17
16/06/30 08:30,14.505,14.553,14.433,14.17
16/06/30 08:45,14.481,14.529,14.433,14.17
16/06/30 09:00,14.481,14.505,14.433,14.146
16/06/30 09:15,14.481,14.505,14.409,14.17
16/06/30 09:30,14.457,14.481,14.409,14.146
16/06/30 09:45,14.433,14.481,14.409,14.17
16/06/30 10:00,14.433,14.481,14.385,14.146
16/06/30 10:15,14.433,14.457,14.385,14.146
16/06/30 10:30,14.433,14.457,14.385,14.146
16/06/30 10:45,14.409,14.433,14.361,14.146
16/06/30 11:00,14.409,14.433,14.361,14.146
16/06/30 11:15,14.409,14.409,14.361,14.146
16/06/30 11:30,14.409,14.409,14.361,14.122
16/06/30 11:45,14.409,14.409,14.337,14.146
16/06/30 12:00,14.409,14.409,14.337,14.122
16/06/30 12:15,14.409,14.385,14.337,14.122
16/06/30 12:30,14.409,14.385,14.337,14.122
16/06/30 12:45,14.409,14.361,14.337,14.122
16/06/30 13:00,14.409,14.385,14.314,14.122
16/06/30 13:15,14.433,14.361,14.314,14.122
16/06/30 13:30,14.433,14.361,14.314,14.122
16/06/30 13:45,14.433,14.361,14.314,14.098
16/06/30 14:00,14.457,14.361,14.314,14.098
16/06/30 14:15,14.457,14.361,14.29,14.098
16/06/30 14:30,14.457,14.361,14.29,14.098
16/06/30 14:45,14.481,14.361,14.29,14.098
16/06/30 15:00,14.505,14.361,14.29,14.098
16/06/30 15:15,14.505,14.361,14.29,14.098
16/06/30 15:30,14.529,14.361,14.29,14.098
16/06/30 15:45,14.553,14.361,14.29,14.098
16/06/30 16:00,14.577,14.361,14.29,14.098
16/06/30 16:15,14.601,14.361,14.29,14.074
16/06/30 16:30,14.625,14.385,14.29,14.074
16/06/30 16:45,14.673,14.385,14.29,14.074
16/06/30 17:00,14.697,14.385,14.29,14.074
16/06/30 17:15,14.721,14.409,14.266,14.074
16/06/30 17:30,14.768,14.409,14.266,14.074
16/06/30 17:45,14.792,14.433,14.29,14.074
16/06/30 18:00,14.816,14.433,14.29,14.074
16/06/30 18:15,14.84,14.457,14.29,14.074
16/06/30 18:30,14.888,14.457,14.29,14.074
16/06/30 18:45,14.912,14.481,14.29,14.074
16/06/30 19:00,14.936,14.481,14.29,14.074
16/06/30 19:15,14.96,14.505,14.314,14.074
16/06/30 19:30,15.008,14.505,14.314,14.074
16/06/30 19:45,15.031,14.529,14.314,14.074
16/06/30 20:00,15.055,14.553,14.314,14.074
16/06/30 20:15,15.079,14.553,14.337,14.074
16/06/30 20:30,15.103,14.577,14.337,14.074
16/06/30 20:45,15.127,14.577,14.337,14.074
16/06/30 21:00,15.151,14.601,14.361,14.074
16/06/30 21:15,15.151,14.625,14.361,14.098
16/06/30 21:30,15.175,14.649,14.361,14.098
16/06/30 21:45,15.175,14.649,14.385,14.098
16/06/30 22:00,15.199,14.673,14.385,14.098
16/06/30 22:15,15.199,14.673,14.385,14.098
16/06/30 22:30,15.199,14.697,14.385,14.098
16/06/30 22:45,15.199,14.697,14.409,14.098
16/06/30 23:00,15.199,14.721,14.409,14.098
16/06/30 23:15,15.199,14.721,14.433,14.122
16/06/30 23:30,15.199,14.721,14.433,14.122
16/06/30 23:45,15.199,14.745,14.433,14.122
16/07/01 00:00,15.199,14.745,14.433,14.122
16/07/01 00:15,15.175,14.745,14.457,14.122
16/07/01 00:30,15.175,14.745,14.457,14.122
16/07/01 00:45,15.175,14.768,14.457,14.146
16/07/01 01:00,15.151,14.768,14.481,14.146
16/07/01 01:15,15.151,14.768,14.481,14.146
16/07/01 01:30,15.151,14.768,14.481,14.146
16/07/01 01:45,15.127,14.768,14.481,14.146
16/07/01 02:00,15.103,14.768,14.481,14.146
16/07/01 02:15,15.103,14.768,14.505,14.17
16/07/01 02:30,15.079,14.768,14.505,14.17
16/07/01 02:45,15.055,14.768,14.505,14.17
16/07/01 03:00,15.031,14.768,14.505,14.17
16/07/01 03:15,15.008,14.768,14.505,14.17
16/07/01 03:30,15.008,14.768,14.505,14.17
16/07/01 03:45,14.984,14.745,14.505,14.194
16/07/01 04:00,14.96,14.745,14.505,14.194
16/07/01 04:15,14.936,14.745,14.505,14.194
16/07/01 04:30,14.912,14.721,14.505,14.194
16/07/01 04:45,14.888,14.721,14.505,14.194
16/07/01 05:00,14.864,14.721,14.505,14.194
16/07/01 05:15,14.84,14.721,14.505,14.194
16/07/01 05:30,14.84,14.697,14.505,14.194
16/07/01 05:45,14.816,14.697,14.505,14.194
16/07/01 06:00,14.792,14.673,14.505,14.194
16/07/01 06:15,14.768,14.673,14.505,14.194
16/07/01 06:30,14.745,14.673,14.505,14.194
16/07/01 06:45,14.721,14.649,14.505,14.194
16/07/01 07:00,14.721,14.649,14.481,14.194
16/07/01 07:15,14.697,14.649,14.481,14.194
16/07/01 07:30,14.673,14.625,14.481,14.194
16/07/01 07:45,14.649,14.625,14.481,14.194
16/07/01 08:00,14.649,14.601,14.481,14.194
16/07/01 08:15,14.625,14.601,14.481,14.194
16/07/01 08:30,14.601,14.601,14.457,14.218
16/07/01 08:45,14.577,14.577,14.457,14.194
16/07/01 09:00,14.577,14.577,14.457,14.194
16/07/01 09:15,14.553,14.553,14.457,14.194
16/07/01 09:30,14.553,14.553,14.457,14.194
16/07/01 09:45,14.553,14.529,14.433,14.194
16/07/01 10:00,14.529,14.529,14.433,14.194
16/07/01 10:15,14.529,14.529,14.433,14.194
16/07/01 10:30,14.529,14.505,14.433,14.194
16/07/01 10:45,14.529,14.505,14.433,14.194
16/07/01 11:00,14.529,14.481,14.409,14.194
16/07/01 11:15,14.529,14.481,14.409,14.194
16/07/01 11:30,14.529,14.481,14.409,14.194
16/07/01 11:45,14.529,14.481,14.409,14.17
16/07/01 12:00,14.529,14.481,14.385,14.17
16/07/01 12:15,14.529,14.457,14.385,14.17
16/07/01 12:30,14.529,14.457,14.385,14.17
16/07/01 12:45,14.529,14.457,14.385,14.17
16/07/01 13:00,14.529,14.457,14.385,14.17
16/07/01 13:15,14.529,14.457,14.385,14.17
16/07/01 13:30,14.529,14.457,14.361,14.17
16/07/01 13:45,14.553,14.433,14.361,14.17
16/07/01 14:00,14.553,14.433,14.361,14.146
16/07/01 14:15,14.577,14.433,14.361,14.146
16/07/01 14:30,14.577,14.433,14.361,14.146
16/07/01 14:45,14.601,14.433,14.361,14.146
16/07/01 15:00,14.601,14.433,14.337,14.146
16/07/01 15:15,14.625,14.433,14.361,14.146
16/07/01 15:30,14.649,14.433,14.337,14.146
16/07/01 15:45,14.673,14.457,14.361,14.146
16/07/01 16:00,14.673,14.457,14.337,14.146
16/07/01 16:15,14.697,14.457,14.337,14.146
16/07/01 16:30,14.721,14.457,14.337,14.146
16/07/01 16:45,14.721,14.457,14.337,14.122
16/07/01 17:00,14.721,14.481,14.337,14.146
16/07/01 17:15,14.745,14.481,14.337,14.122
16/07/01 17:30,14.745,14.481,14.361,14.146
16/07/01 17:45,14.768,14.505,14.361,14.122
16/07/01 18:00,14.768,14.505,14.361,14.122
16/07/01 18:15,14.792,14.505,14.361,14.146
16/07/01 18:30,14.792,14.505,14.361,14.146
16/07/01 18:45,14.816,14.505,14.361,14.122
16/07/01 19:00,14.84,14.529,14.361,14.122
16/07/01 19:15,14.84,14.529,14.361,14.122
16/07/01 19:30,14.864,14.529,14.361,14.122
16/07/01 19:45,14.888,14.553,14.361,14.122
16/07/01 20:00,14.888,14.553,14.385,14.122
16/07/01 20:15,14.912,14.553,14.361,14.122
16/07/01 20:30,14.912,14.577,14.385,14.122
16/07/01 20:45,14.912,14.577,14.385,14.122
16/07/01 21:00,14.936,14.577,14.385,14.146
16/07/01 21:15,14.936,14.577,14.385,14.146
16/07/01 21:30,14.936,14.601,14.409,14.146
16/07/01 21:45,14.936,14.601,14.409,14.146
16/07/01 22:00,14.936,14.601,14.409,14.146
16/07/01 22:15,14.936,14.625,14.409,14.146
16/07/01 22:30,14.936,14.625,14.409,14.146
16/07/01 22:45,14.936,14.625,14.409,14.146
16/07/01 23:00,14.936,14.625,14.433,14.146
16/07/01 23:15,14.936,14.625,14.433,14.146
16/07/01 23:30,14.936,14.625,14.433,14.146
16/07/01 23:45,14.912,14.625,14.433,14.146
16/07/02 00:00,14.912,14.649,14.433,14.146
16/07/02 00:15,14.888,14.625,14.433,14.146
16/07/02 00:30,14.888,14.625,14.433,14.17
16/07/02 00:45,14.864,14.625,14.433,14.17
16/07/02 01:00,14.84,14.649,14.433,14.17
16/07/02 01:15,14.84,14.649,14.433,14.17
16/07/02 01:30,14.816,14.649,14.433,14.17
16/07/02 01:45,14.768,14.625,14.433,14.17
16/07/02 02:00,14.745,14.625,14.433,14.17
16/07/02 02:15,14.721,14.625,14.433,14.17
16/07/02 02:30,14.697,14.601,14.433,14.17
16/07/02 02:45,14.673,14.601,14.433,14.17
16/07/02 03:00,14.625,14.601,14.433,14.194
16/07/02 03:15,14.601,14.577,14.433,14.17
16/07/02 03:30,14.577,14.577,14.433,14.17
16/07/02 03:45,14.553,14.553,14.433,14.194
16/07/02 04:00,14.505,14.553,14.433,14.17
16/07/02 04:15,14.481,14.529,14.433,14.17
16/07/02 04:30,14.457,14.529,14.409,14.17
16/07/02 04:45,14.433,14.505,14.409,14.17
16/07/02 05:00,14.385,14.505,14.409,14.17
16/07/02 05:15,14.385,14.481,14.409,14.17
16/07/02 05:30,14.337,14.457,14.409,14.17
16/07/02 05:45,14.314,14.457,14.385,14.17
16/07/02 06:00,14.29,14.433,14.385,14.17
16/07/02 06:15,14.266,14.409,14.385,14.17
16/07/02 06:30,14.218,14.409,14.385,14.17
16/07/02 06:45,14.194,14.385,14.361,14.17
16/07/02 07:00,14.17,14.361,14.361,14.17
16/07/02 07:15,14.146,14.361,14.361,14.17
16/07/02 07:30,14.122,14.337,14.337,14.17
16/07/02 07:45,14.098,14.314,14.337,14.146
16/07/02 08:00,14.074,14.314,14.337,14.146
16/07/02 08:15,14.05,14.29,14.314,14.146
16/07/02 08:30,14.026,14.266,14.314,14.146
16/07/02 08:45,14.026,14.266,14.29,14.146
16/07/02 09:00,14.002,14.242,14.29,14.122
16/07/02 09:15,14.002,14.218,14.266,14.122
16/07/02 09:30,13.978,14.218,14.266,14.122
16/07/02 09:45,13.954,14.194,14.242,14.122
16/07/02 10:00,13.954,14.17,14.242,14.122
16/07/02 10:15,13.93,14.17,14.242,14.098
16/07/02 10:30,13.93,14.146,14.218,14.098
16/07/02 10:45,13.93,14.146,14.218,14.098
16/07/02 11:00,13.906,14.122,14.218,14.098
16/07/02 11:15,13.906,14.122,14.194,14.098
16/07/02 11:30,13.93,14.098,14.194,14.074
16/07/02 11:45,13.906,14.098,14.17,14.074
16/07/02 12:00,13.906,14.098,14.17,14.074
16/07/02 12:15,13.93,14.074,14.17,14.074
16/07/02 12:30,13.93,14.074,14.146,14.05
16/07/02 12:45,13.93,14.074,14.146,14.05
16/07/02 13:00,13.93,14.05,14.146,14.05
16/07/02 13:15,13.954,14.05,14.122,14.05
16/07/02 13:30,13.954,14.05,14.122,14.026
16/07/02 13:45,13.954,14.05,14.122,14.026
16/07/02 14:00,13.978,14.05,14.122,14.026
16/07/02 14:15,13.978,14.05,14.098,14.026
16/07/02 14:30,14.002,14.05,14.098,14.002
16/07/02 14:45,14.002,14.026,14.098,14.002
16/07/02 15:00,14.026,14.026,14.098,14.002
16/07/02 15:15,14.026,14.026,14.098,14.002
16/07/02 15:30,14.05,14.05,14.074,14.002
16/07/02 15:45,14.074,14.026,14.074,13.978
16/07/02 16:00,14.074,14.026,14.074,13.978
16/07/02 16:15,14.098,14.05,14.074,13.978
16/07/02 16:30,14.122,14.05,14.074,13.978
16/07/02 16:45,14.146,14.05,14.074,13.978
16/07/02 17:00,14.17,14.05,14.05,13.978
16/07/02 17:15,14.17,14.05,14.05,13.978
16/07/02 17:30,14.194,14.074,14.074,13.954
16/07/02 17:45,14.218,14.074,14.074,13.954
16/07/02 18:00,14.242,14.074,14.05,13.954
16/07/02 18:15,14.266,14.074,14.074,13.954
16/07/02 18:30,14.29,14.098,14.074,13.954
16/07/02 18:45,14.29,14.098,14.074,13.954
16/07/02 19:00,14.314,14.098,14.074,13.954
